FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Crime or Offence
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,824,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,2,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Threatening to or disclosing intimate images
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,23,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,132,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,4,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,1211,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,4,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,297,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,1449,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,4942,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,2,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,55,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,108,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,108,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,4,Offences: Group 6: Racially aggravated conduct
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,16,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,8,Offences: Group 8: Vehicle defect offences
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,68,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,405,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,4461,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,14623,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,70,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,3957,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,407,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Other misc. offences
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,6,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,1,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,82,Crimes: Group 2: Communicating indecently
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,233,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,3472,Offences: Group 8: Unlawful use of vehicle
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,213,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,3557,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,1772,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,28,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,411,Offences: Group 8: Vehicle defect offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,427,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,2,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,499,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,354,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,699,Offences: Group 7: Community and public order offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,79,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,69,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,611,All Crimes
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,278,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,3572,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,94,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,969,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,451,Crimes: Group 5: Weapons possession (used)
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,532,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,38,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,4,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,7,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,12,Crimes: Coronavirus Restrictions
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,4,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,171,Crimes: Group 1: Domestic Abuse (Scotland) Act 2018
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,6,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,72,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,48,Offences: Group 7: Other misc. offences
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,40,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,6170,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,4319,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,8177,All Group 8: Road traffic offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,2371,Offences: Group 8: Other road traffic offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,525,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,288,Offences: Group 6: Racially aggravated conduct
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,82,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,38,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,117,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,167,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,32032,All Crimes
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,24,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,9,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,85,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Communicating indecently
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,2,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,225,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,5006,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Threatening to or disclosing intimate images
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,15,Offences: Group 7: Community and public order offences
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,28,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,66,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,90,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,3171,Offences: Group 8: Unlawful use of vehicle
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,542,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,95,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,381,Crimes: Group 5: Weapons possession (used)
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,29,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,1005,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,1142,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,7,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,398,Offences: Group 8: Speeding
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,476,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,66,Offences: Group 8: Unlawful use of vehicle
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,3,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,173,All Group 8: Road traffic offences
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,266,All Offences
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,9,Crimes: Group 5: Weapons possession (used)
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,8,Offences: Group 8: Speeding
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,222,Offences: Group 6: Racially aggravated conduct
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,75,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,33,Offences: Group 7: Other misc. offences
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,52,Offences: Group 8: Other road traffic offences
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,2,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,18,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,68,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,34,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,2762,Offences: Group 8: Other road traffic offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,58,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,85,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,5662,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Communicating indecently
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,263,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,84,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,1017,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,9,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,9091,All Group 8: Road traffic offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,32176,All Crimes
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,110,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,560,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,36,Crimes: Group 5: Drugs - Possession
